wav,txt
fechas1/train/fechas1_007436.wav,este jueves (4)
fechas1/train/fechas1_007437.wav,mañana (+1)
fechas1/train/fechas1_007438.wav,por favor este lunes (1)
fechas1/train/fechas1_007439.wav,en tres días (+3)
fechas1/train/fechas1_007440.wav,el viernes (5) próximo
fechas1/train/fechas1_007441.wav,en tres días (+3)
fechas1/train/fechas1_007442.wav,este jueves (4) gracias
fechas1/train/fechas1_007443.wav,este viernes (5) que viene
fechas1/train/fechas1_007444.wav,el jueves (4) próximo
fechas1/train/fechas1_007445.wav,por favor este miércoles (3)
fechas1/train/fechas1_007446.wav,este martes (2) próximo
fechas1/train/fechas1_007447.wav,el siguiente martes (2)
fechas1/train/fechas1_007448.wav,el próximo miércoles (3)
fechas1/train/fechas1_007449.wav,el martes (2) siguiente por favor
fechas1/train/fechas1_007450.wav,por favor en un par de días (+2)
fechas1/train/fechas1_007451.wav,el siguiente viernes (5) por favor
fechas1/train/fechas1_007452.wav,el próximo lunes (1)
fechas1/train/fechas1_007453.wav,este martes (2)
fechas1/train/fechas1_007454.wav,mañana (+1) gracias
fechas1/train/fechas1_007455.wav,el próximo martes (2)
fechas1/train/fechas1_007456.wav,en un par de días (+2)
fechas1/train/fechas1_007457.wav,por favor este lunes (1) próximo
fechas1/train/fechas1_007458.wav,el próximo martes (2)
fechas1/train/fechas1_007459.wav,el lunes (1) que viene
fechas1/train/fechas1_007460.wav,el siguiente lunes (1) por favor
fechas1/train/fechas1_007461.wav,el siguiente jueves (4)
fechas1/train/fechas1_007462.wav,por favor el miércoles (3)
fechas1/train/fechas1_007463.wav,el siguiente jueves (4)
fechas1/train/fechas1_007464.wav,el siguiente lunes (1)
fechas1/train/fechas1_007465.wav,el viernes (5) próximo
fechas1/train/fechas1_007466.wav,este martes (2) siguiente gracias
fechas1/train/fechas1_007467.wav,este viernes (5) próximo gracias
fechas1/train/fechas1_007468.wav,por favor el miércoles (3) que viene
fechas1/train/fechas1_007469.wav,este viernes (5) que viene
fechas1/train/fechas1_007470.wav,el siguiente jueves (4)
fechas1/train/fechas1_007471.wav,el jueves (4)
fechas1/train/fechas1_007472.wav,por favor el martes (2) siguiente
fechas1/train/fechas1_007473.wav,por favor el miércoles (3) que viene
fechas1/train/fechas1_007474.wav,en un par de días (+2)
fechas1/train/fechas1_007475.wav,el siguiente martes (2)
fechas1/train/fechas1_007476.wav,el siguiente jueves (4)
fechas1/train/fechas1_007477.wav,este lunes (1) por favor
fechas1/train/fechas1_007478.wav,el próximo jueves (4)
fechas1/train/fechas1_007479.wav,por favor el siguiente viernes (5)
fechas1/train/fechas1_007480.wav,este lunes (1) próximo por favor
fechas1/train/fechas1_007481.wav,por favor este lunes (1)
fechas1/train/fechas1_007482.wav,este viernes (5)
fechas1/train/fechas1_007483.wav,pasado mañana (+2)
fechas1/train/fechas1_007484.wav,por favor en tres días (+3)
fechas1/train/fechas1_007485.wav,por favor el próximo miércoles (3)
fechas1/train/fechas1_007486.wav,en un par de días (+2)
fechas1/train/fechas1_007487.wav,por favor el jueves (4) próximo
fechas1/train/fechas1_007488.wav,el próximo jueves (4)
fechas1/train/fechas1_007489.wav,este viernes (5)
fechas1/train/fechas1_007490.wav,en tres días (+3)
fechas1/train/fechas1_007491.wav,en tres días (+3)
fechas1/train/fechas1_007492.wav,el próximo martes (2)
fechas1/train/fechas1_007493.wav,en tres días (+3)
fechas1/train/fechas1_007494.wav,el lunes (1) próximo
fechas1/train/fechas1_007495.wav,pasado mañana (+2)
fechas1/train/fechas1_007496.wav,en tres días (+3)
fechas1/train/fechas1_007497.wav,este viernes (5) próximo
fechas1/train/fechas1_007498.wav,en tres días (+3)
fechas1/train/fechas1_007499.wav,el próximo viernes (5)
fechas1/train/fechas1_007500.wav,el próximo viernes (5) por favor
fechas1/train/fechas1_007501.wav,pasado mañana (+2)
fechas1/train/fechas1_007502.wav,pasado mañana (+2)
fechas1/train/fechas1_007503.wav,por favor el próximo martes (2)
fechas1/train/fechas1_007504.wav,por favor el martes (2)
fechas1/train/fechas1_007505.wav,el viernes (5) siguiente
fechas1/train/fechas1_007506.wav,por favor el miércoles (3) que viene
fechas1/train/fechas1_007507.wav,pasado mañana (+2) gracias
fechas1/train/fechas1_007508.wav,este martes (2) siguiente
fechas1/train/fechas1_007509.wav,en un par de días (+2)
fechas1/train/fechas1_007510.wav,por favor el viernes (5)
fechas1/train/fechas1_007511.wav,este martes (2) que viene
fechas1/train/fechas1_007512.wav,el siguiente viernes (5)
fechas1/train/fechas1_007513.wav,el jueves (4) que viene
fechas1/train/fechas1_007514.wav,este martes (2) próximo
fechas1/train/fechas1_007515.wav,el viernes (5) que viene
fechas1/train/fechas1_007516.wav,mañana (+1) gracias
fechas1/train/fechas1_007517.wav,el martes (2)
fechas1/train/fechas1_007518.wav,en tres días (+3)
fechas1/train/fechas1_007519.wav,el próximo viernes (5) por favor
fechas1/train/fechas1_007520.wav,este jueves (4)
fechas1/train/fechas1_007521.wav,mañana (+1) gracias
fechas1/train/fechas1_007522.wav,el siguiente lunes (1) gracias
fechas1/train/fechas1_007523.wav,este martes (2) próximo
fechas1/train/fechas1_007524.wav,por favor este miércoles (3)
fechas1/train/fechas1_007525.wav,el lunes (1) próximo por favor
fechas1/train/fechas1_007526.wav,por favor este jueves (4)
fechas1/train/fechas1_007527.wav,en tres días (+3)
fechas1/train/fechas1_007528.wav,en un par de días (+2) gracias
fechas1/train/fechas1_007529.wav,el siguiente martes (2)
fechas1/train/fechas1_007530.wav,el siguiente jueves (4) gracias
fechas1/train/fechas1_007531.wav,este jueves (4) próximo gracias
fechas1/train/fechas1_007532.wav,el próximo jueves (4)
fechas1/train/fechas1_007533.wav,este martes (2)
fechas1/train/fechas1_007534.wav,en un par de días (+2)
fechas1/train/fechas1_007535.wav,el lunes (1) próximo
fechas1/train/fechas1_007536.wav,el próximo martes (2)
fechas1/train/fechas1_007537.wav,en un par de días (+2)
fechas1/train/fechas1_007538.wav,el próximo martes (2) por favor
fechas1/train/fechas1_007539.wav,en tres días (+3)
fechas1/train/fechas1_007540.wav,mañana (+1) por favor
fechas1/train/fechas1_007541.wav,el próximo martes (2)
fechas1/train/fechas1_007542.wav,el próximo viernes (5)
fechas1/train/fechas1_007543.wav,este jueves (4) que viene
fechas1/train/fechas1_007544.wav,este viernes (5)
fechas1/train/fechas1_007545.wav,en un par de días (+2)
fechas1/train/fechas1_007546.wav,el miércoles (3) gracias
fechas1/train/fechas1_007547.wav,en un par de días (+2)
fechas1/train/fechas1_007548.wav,el siguiente jueves (4)
fechas1/train/fechas1_007549.wav,este jueves (4) que viene gracias
fechas1/train/fechas1_007550.wav,el miércoles (3) por favor
fechas1/train/fechas1_007551.wav,este viernes (5) próximo
fechas1/train/fechas1_007552.wav,el martes (2)
fechas1/train/fechas1_007553.wav,este viernes (5) próximo
fechas1/train/fechas1_007554.wav,el siguiente lunes (1)
fechas1/train/fechas1_007555.wav,mañana (+1)
fechas1/train/fechas1_007556.wav,por favor este martes (2) que viene
fechas1/train/fechas1_007557.wav,el miércoles (3) siguiente por favor
fechas1/train/fechas1_007558.wav,este viernes (5) gracias
fechas1/train/fechas1_007559.wav,este martes (2) gracias
fechas1/train/fechas1_007560.wav,el jueves (4) gracias
fechas1/train/fechas1_007561.wav,por favor el siguiente viernes (5)
fechas1/train/fechas1_007562.wav,este martes (2)
fechas1/train/fechas1_007563.wav,en un par de días (+2)
fechas1/train/fechas1_007564.wav,en un par de días (+2) gracias
fechas1/train/fechas1_007565.wav,por favor el próximo miércoles (3)
fechas1/train/fechas1_007566.wav,en tres días (+3)
fechas1/train/fechas1_007567.wav,el siguiente jueves (4) por favor
fechas1/train/fechas1_007568.wav,el siguiente lunes (1)
fechas1/train/fechas1_007569.wav,el siguiente miércoles (3)
fechas1/train/fechas1_007570.wav,el miércoles (3) por favor
fechas1/train/fechas1_007571.wav,el siguiente miércoles (3) por favor
fechas1/train/fechas1_007572.wav,por favor este viernes (5) que viene
fechas1/train/fechas1_007573.wav,este lunes (1) gracias
fechas1/train/fechas1_007574.wav,este miércoles (3)
fechas1/train/fechas1_007575.wav,en tres días (+3) gracias
fechas1/train/fechas1_007576.wav,el siguiente miércoles (3) por favor
fechas1/train/fechas1_007577.wav,el lunes (1)
fechas1/train/fechas1_007578.wav,en tres días (+3) gracias
fechas1/train/fechas1_007579.wav,por favor el próximo lunes (1)
fechas1/train/fechas1_007580.wav,el siguiente lunes (1)
fechas1/train/fechas1_007581.wav,el viernes (5)
fechas1/train/fechas1_007582.wav,por favor el jueves (4)
fechas1/train/fechas1_007583.wav,el siguiente lunes (1) gracias
fechas1/train/fechas1_007584.wav,este lunes (1)
fechas1/train/fechas1_007585.wav,en tres días (+3)
fechas1/train/fechas1_007586.wav,el próximo viernes (5)
fechas1/train/fechas1_007587.wav,este miércoles (3) gracias
fechas1/train/fechas1_007588.wav,este lunes (1) por favor
fechas1/train/fechas1_007589.wav,este lunes (1)
fechas1/train/fechas1_007590.wav,el siguiente viernes (5)
fechas1/train/fechas1_007591.wav,este jueves (4) próximo
fechas1/train/fechas1_007592.wav,el próximo lunes (1) gracias
fechas1/train/fechas1_007593.wav,por favor en un par de días (+2)
fechas1/train/fechas1_007594.wav,por favor este viernes (5) siguiente
fechas1/train/fechas1_007595.wav,el siguiente jueves (4)
fechas1/train/fechas1_007596.wav,por favor el siguiente lunes (1)
fechas1/train/fechas1_007597.wav,mañana (+1)
fechas1/train/fechas1_007598.wav,por favor este viernes (5) siguiente
fechas1/train/fechas1_007599.wav,el siguiente miércoles (3)
fechas1/train/fechas1_007600.wav,pasado mañana (+2) por favor
fechas1/train/fechas1_007601.wav,el miércoles (3)
fechas1/train/fechas1_007602.wav,en un par de días (+2)
fechas1/train/fechas1_007603.wav,por favor el próximo jueves (4)
fechas1/train/fechas1_007604.wav,en un par de días (+2)
fechas1/train/fechas1_007605.wav,este lunes (1) que viene por favor
fechas1/train/fechas1_007606.wav,pasado mañana (+2) gracias
fechas1/train/fechas1_007607.wav,en un par de días (+2) por favor
fechas1/train/fechas1_007608.wav,el lunes (1) siguiente por favor
fechas1/train/fechas1_007609.wav,por favor el miércoles (3) próximo
fechas1/train/fechas1_007610.wav,el jueves (4)
fechas1/train/fechas1_007611.wav,este miércoles (3)
fechas1/train/fechas1_007612.wav,en tres días (+3)
fechas1/train/fechas1_007613.wav,el lunes (1) que viene
fechas1/train/fechas1_007614.wav,en tres días (+3)
fechas1/train/fechas1_007615.wav,el siguiente lunes (1) gracias
fechas1/train/fechas1_007616.wav,el miércoles (3) siguiente
fechas1/train/fechas1_007617.wav,el viernes (5)
fechas1/train/fechas1_007618.wav,el próximo lunes (1)
fechas1/train/fechas1_007619.wav,por favor el jueves (4) siguiente
fechas1/train/fechas1_007620.wav,este miércoles (3) que viene gracias
fechas1/train/fechas1_007621.wav,pasado mañana (+2)
fechas1/train/fechas1_007622.wav,por favor en tres días (+3)
fechas1/train/fechas1_007623.wav,este martes (2)
fechas1/train/fechas1_007624.wav,este viernes (5) próximo
fechas1/train/fechas1_007625.wav,el próximo martes (2) por favor
fechas1/train/fechas1_007626.wav,pasado mañana (+2) gracias
fechas1/train/fechas1_007627.wav,por favor en un par de días (+2)
fechas1/train/fechas1_007628.wav,pasado mañana (+2)
fechas1/train/fechas1_007629.wav,por favor en tres días (+3)
fechas1/train/fechas1_007630.wav,el próximo viernes (5)
fechas1/train/fechas1_007631.wav,este miércoles (3) siguiente
fechas1/train/fechas1_007632.wav,el siguiente martes (2)
fechas1/train/fechas1_007633.wav,el próximo martes (2) gracias
fechas1/train/fechas1_007634.wav,en tres días (+3) por favor
fechas1/train/fechas1_007635.wav,el jueves (4)
fechas1/train/fechas1_007636.wav,este lunes (1) que viene por favor
fechas1/train/fechas1_007637.wav,el próximo miércoles (3)
fechas1/train/fechas1_007638.wav,por favor el lunes (1) que viene
fechas1/train/fechas1_007639.wav,el miércoles (3) siguiente por favor
fechas1/train/fechas1_007640.wav,en tres días (+3)
fechas1/train/fechas1_007641.wav,el siguiente jueves (4) gracias
fechas1/train/fechas1_007642.wav,el próximo viernes (5)
fechas1/train/fechas1_007643.wav,en tres días (+3)
fechas1/train/fechas1_007644.wav,en un par de días (+2) gracias
fechas1/train/fechas1_007645.wav,por favor el lunes (1)
fechas1/train/fechas1_007646.wav,en tres días (+3)
fechas1/train/fechas1_007647.wav,el jueves (4) siguiente
fechas1/train/fechas1_007648.wav,el lunes (1) gracias
fechas1/train/fechas1_007649.wav,el miércoles (3) próximo
fechas1/train/fechas1_007650.wav,el viernes (5) que viene gracias
fechas1/train/fechas1_007651.wav,el lunes (1)
fechas1/train/fechas1_007652.wav,el lunes (1) que viene gracias
fechas1/train/fechas1_007653.wav,el jueves (4) siguiente gracias
fechas1/train/fechas1_007654.wav,este lunes (1) que viene por favor
fechas1/train/fechas1_007655.wav,por favor el siguiente martes (2)
fechas1/train/fechas1_007656.wav,este viernes (5) gracias
fechas1/train/fechas1_007657.wav,pasado mañana (+2)
fechas1/train/fechas1_007658.wav,pasado mañana (+2) gracias
fechas1/train/fechas1_007659.wav,el jueves (4) que viene por favor
fechas1/train/fechas1_007660.wav,el próximo jueves (4)
fechas1/train/fechas1_007661.wav,este viernes (5) próximo
fechas1/train/fechas1_007662.wav,en un par de días (+2)
fechas1/train/fechas1_007663.wav,el próximo lunes (1) gracias
fechas1/train/fechas1_007664.wav,el jueves (4) próximo gracias
fechas1/train/fechas1_007665.wav,este martes (2) próximo por favor
fechas1/train/fechas1_007666.wav,el siguiente viernes (5)
fechas1/train/fechas1_007667.wav,este martes (2) que viene
fechas1/train/fechas1_007668.wav,este viernes (5) que viene
fechas1/train/fechas1_007669.wav,el próximo martes (2) gracias
fechas1/train/fechas1_007670.wav,este viernes (5) que viene
fechas1/train/fechas1_007671.wav,el martes (2) que viene
fechas1/train/fechas1_007672.wav,este jueves (4) próximo
fechas1/train/fechas1_007673.wav,este miércoles (3) siguiente
fechas1/train/fechas1_007674.wav,este jueves (4) gracias
fechas1/train/fechas1_007675.wav,este viernes (5) que viene
fechas1/train/fechas1_007676.wav,por favor este miércoles (3)
fechas1/train/fechas1_007677.wav,en tres días (+3)
fechas1/train/fechas1_007678.wav,el jueves (4) por favor
fechas1/train/fechas1_007679.wav,el próximo jueves (4)
fechas1/train/fechas1_007680.wav,el siguiente viernes (5)
fechas1/train/fechas1_007681.wav,el miércoles (3)
fechas1/train/fechas1_007682.wav,en un par de días (+2) por favor
fechas1/train/fechas1_007683.wav,por favor el próximo martes (2)
fechas1/train/fechas1_007684.wav,pasado mañana (+2) por favor
fechas1/train/fechas1_007685.wav,el siguiente lunes (1)
fechas1/train/fechas1_007686.wav,pasado mañana (+2)
fechas1/train/fechas1_007687.wav,el próximo jueves (4)
fechas1/train/fechas1_007688.wav,pasado mañana (+2)
fechas1/train/fechas1_007689.wav,este lunes (1) que viene
fechas1/train/fechas1_007690.wav,este jueves (4)
fechas1/train/fechas1_007691.wav,el siguiente viernes (5)
fechas1/train/fechas1_007692.wav,mañana (+1) gracias
fechas1/train/fechas1_007693.wav,en un par de días (+2)
fechas1/train/fechas1_007694.wav,este martes (2)
fechas1/train/fechas1_007695.wav,el viernes (5) próximo por favor
fechas1/train/fechas1_007696.wav,el miércoles (3) por favor
fechas1/train/fechas1_007697.wav,pasado mañana (+2)
fechas1/train/fechas1_007698.wav,el próximo lunes (1)
fechas1/train/fechas1_007699.wav,por favor el siguiente martes (2)
fechas1/train/fechas1_007700.wav,el próximo viernes (5) por favor
fechas1/train/fechas1_007701.wav,pasado mañana (+2)
fechas1/train/fechas1_007702.wav,el viernes (5)
fechas1/train/fechas1_007703.wav,este jueves (4) que viene gracias
fechas1/train/fechas1_007704.wav,el siguiente viernes (5)
fechas1/train/fechas1_007705.wav,el miércoles (3)
fechas1/train/fechas1_007706.wav,este lunes (1) que viene
fechas1/train/fechas1_007707.wav,el lunes (1) que viene
fechas1/train/fechas1_007708.wav,el siguiente martes (2) gracias
fechas1/train/fechas1_007709.wav,el próximo miércoles (3) por favor
fechas1/train/fechas1_007710.wav,el jueves (4)
fechas1/train/fechas1_007711.wav,por favor el próximo martes (2)
fechas1/train/fechas1_007712.wav,el próximo martes (2)
fechas1/train/fechas1_007713.wav,en tres días (+3)
fechas1/train/fechas1_007714.wav,el próximo lunes (1)
fechas1/train/fechas1_007715.wav,por favor el jueves (4) que viene
fechas1/train/fechas1_007716.wav,en tres días (+3) por favor
fechas1/train/fechas1_007717.wav,en un par de días (+2)
fechas1/train/fechas1_007718.wav,el próximo miércoles (3)
fechas1/train/fechas1_007719.wav,este lunes (1) siguiente
fechas1/train/fechas1_007720.wav,en tres días (+3)
fechas1/train/fechas1_007721.wav,el siguiente lunes (1) por favor
fechas1/train/fechas1_007722.wav,este miércoles (3) gracias
fechas1/train/fechas1_007723.wav,este lunes (1) por favor
fechas1/train/fechas1_007724.wav,el siguiente martes (2) por favor
fechas1/train/fechas1_007725.wav,por favor este miércoles (3) que viene
fechas1/train/fechas1_007726.wav,el jueves (4)
fechas1/train/fechas1_007727.wav,este jueves (4)
fechas1/train/fechas1_007728.wav,en tres días (+3)
fechas1/train/fechas1_007729.wav,este viernes (5) próximo
fechas1/train/fechas1_007730.wav,en tres días (+3) gracias
fechas1/train/fechas1_007731.wav,el miércoles (3) que viene gracias
fechas1/train/fechas1_007732.wav,pasado mañana (+2)
fechas1/train/fechas1_007733.wav,este martes (2) próximo
fechas1/train/fechas1_007734.wav,en un par de días (+2)
fechas1/train/fechas1_007735.wav,el miércoles (3) próximo gracias
fechas1/train/fechas1_007736.wav,por favor en un par de días (+2)
fechas1/train/fechas1_007737.wav,este miércoles (3) siguiente
fechas1/train/fechas1_007738.wav,este jueves (4) que viene gracias
fechas1/train/fechas1_007739.wav,mañana (+1)
fechas1/train/fechas1_007740.wav,el siguiente viernes (5)
fechas1/train/fechas1_007741.wav,por favor en tres días (+3)
fechas1/train/fechas1_007742.wav,el martes (2)
fechas1/train/fechas1_007743.wav,el próximo jueves (4)
fechas1/train/fechas1_007744.wav,el lunes (1) por favor
fechas1/train/fechas1_007745.wav,el martes (2) que viene
fechas1/train/fechas1_007746.wav,el siguiente lunes (1)
fechas1/train/fechas1_007747.wav,en tres días (+3)
fechas1/train/fechas1_007748.wav,este viernes (5) siguiente
fechas1/train/fechas1_007749.wav,en tres días (+3) por favor
fechas1/train/fechas1_007750.wav,este jueves (4)
fechas1/train/fechas1_007751.wav,por favor el próximo martes (2)
fechas1/train/fechas1_007752.wav,el siguiente viernes (5)
fechas1/train/fechas1_007753.wav,este martes (2) gracias
fechas1/train/fechas1_007754.wav,el siguiente jueves (4)
fechas1/train/fechas1_007755.wav,este lunes (1) próximo
fechas1/train/fechas1_007756.wav,pasado mañana (+2)
fechas1/train/fechas1_007757.wav,el próximo martes (2)
fechas1/train/fechas1_007758.wav,este lunes (1)
fechas1/train/fechas1_007759.wav,por favor el siguiente martes (2)
fechas1/train/fechas1_007760.wav,el próximo martes (2)
fechas1/train/fechas1_007761.wav,en un par de días (+2) por favor
fechas1/train/fechas1_007762.wav,este martes (2) que viene gracias
fechas1/train/fechas1_007763.wav,este martes (2) por favor
fechas1/train/fechas1_007764.wav,el próximo jueves (4)
fechas1/train/fechas1_007765.wav,el próximo jueves (4) gracias
fechas1/train/fechas1_007766.wav,en tres días (+3)
fechas1/train/fechas1_007767.wav,el lunes (1)
fechas1/train/fechas1_007768.wav,el próximo jueves (4)
fechas1/train/fechas1_007769.wav,el siguiente jueves (4)
fechas1/train/fechas1_007770.wav,el próximo martes (2) gracias
fechas1/train/fechas1_007771.wav,el jueves (4) próximo
fechas1/train/fechas1_007772.wav,en tres días (+3) gracias
fechas1/train/fechas1_007773.wav,este martes (2) próximo por favor
fechas1/train/fechas1_007774.wav,el jueves (4) próximo
fechas1/train/fechas1_007775.wav,el jueves (4)
fechas1/train/fechas1_007776.wav,por favor en un par de días (+2)
fechas1/train/fechas1_007777.wav,el viernes (5)
fechas1/train/fechas1_007778.wav,el viernes (5) que viene
fechas1/train/fechas1_007779.wav,por favor el siguiente martes (2)
fechas1/train/fechas1_007780.wav,este martes (2) próximo
fechas1/train/fechas1_007781.wav,este viernes (5) siguiente
fechas1/train/fechas1_007782.wav,el próximo martes (2)
fechas1/train/fechas1_007783.wav,el próximo miércoles (3) gracias
fechas1/train/fechas1_007784.wav,este viernes (5)
fechas1/train/fechas1_007785.wav,por favor el miércoles (3) siguiente
fechas1/train/fechas1_007786.wav,el siguiente jueves (4)
fechas1/train/fechas1_007787.wav,el próximo lunes (1)
fechas1/train/fechas1_007788.wav,el próximo miércoles (3)
fechas1/train/fechas1_007789.wav,el próximo lunes (1)
fechas1/train/fechas1_007790.wav,el próximo miércoles (3)
fechas1/train/fechas1_007791.wav,el jueves (4)
fechas1/train/fechas1_007792.wav,el siguiente jueves (4) gracias
fechas1/train/fechas1_007793.wav,este martes (2) que viene gracias
fechas1/train/fechas1_007794.wav,por favor el próximo martes (2)
fechas1/train/fechas1_007795.wav,por favor este miércoles (3) siguiente
fechas1/train/fechas1_007796.wav,este viernes (5) próximo
fechas1/train/fechas1_007797.wav,el lunes (1) gracias
fechas1/train/fechas1_007798.wav,por favor el viernes (5) próximo
fechas1/train/fechas1_007799.wav,el próximo miércoles (3) gracias
fechas1/train/fechas1_007800.wav,este miércoles (3) por favor
fechas1/train/fechas1_007801.wav,el siguiente jueves (4)
fechas1/train/fechas1_007802.wav,el próximo martes (2)
fechas1/train/fechas1_007803.wav,el siguiente jueves (4)
fechas1/train/fechas1_007804.wav,este viernes (5)
fechas1/train/fechas1_007805.wav,este lunes (1) siguiente gracias
fechas1/train/fechas1_007806.wav,este jueves (4) próximo
fechas1/train/fechas1_007807.wav,este miércoles (3)
fechas1/train/fechas1_007808.wav,el viernes (5) gracias
fechas1/train/fechas1_007809.wav,el siguiente viernes (5) gracias
fechas1/train/fechas1_007810.wav,en un par de días (+2)
fechas1/train/fechas1_007811.wav,en un par de días (+2) por favor
fechas1/train/fechas1_007812.wav,por favor el martes (2)
fechas1/train/fechas1_007813.wav,el jueves (4)
fechas1/train/fechas1_007814.wav,este miércoles (3) próximo gracias
fechas1/train/fechas1_007815.wav,por favor el siguiente viernes (5)
fechas1/train/fechas1_007816.wav,el miércoles (3)
fechas1/train/fechas1_007817.wav,este miércoles (3) que viene por favor
fechas1/train/fechas1_007818.wav,en tres días (+3)
fechas1/train/fechas1_007819.wav,el viernes (5) próximo
fechas1/train/fechas1_007820.wav,este jueves (4)
fechas1/train/fechas1_007821.wav,el próximo lunes (1)
fechas1/train/fechas1_007822.wav,el miércoles (3) que viene
fechas1/train/fechas1_007823.wav,este lunes (1) siguiente gracias
fechas1/train/fechas1_007824.wav,este miércoles (3) siguiente por favor
fechas1/train/fechas1_007825.wav,el viernes (5) que viene
fechas1/train/fechas1_007826.wav,en un par de días (+2)
fechas1/train/fechas1_007827.wav,en tres días (+3) por favor
fechas1/train/fechas1_007828.wav,el viernes (5) próximo
fechas1/train/fechas1_007829.wav,el siguiente viernes (5)
fechas1/train/fechas1_007830.wav,en tres días (+3)
fechas1/train/fechas1_007831.wav,por favor el siguiente martes (2)
fechas1/train/fechas1_007832.wav,el próximo miércoles (3)
fechas1/train/fechas1_007833.wav,por favor este miércoles (3)
fechas1/train/fechas1_007834.wav,en tres días (+3)
fechas1/train/fechas1_007835.wav,este lunes (1)
fechas1/train/fechas1_007836.wav,el siguiente lunes (1) gracias
fechas1/train/fechas1_007837.wav,en tres días (+3)
fechas1/train/fechas1_007838.wav,este martes (2) próximo
fechas1/train/fechas1_007839.wav,el próximo martes (2) por favor
fechas1/train/fechas1_007840.wav,este jueves (4)
fechas1/train/fechas1_007841.wav,por favor este miércoles (3)
fechas1/train/fechas1_007842.wav,este viernes (5) próximo gracias
fechas1/train/fechas1_007843.wav,pasado mañana (+2)
fechas1/train/fechas1_007844.wav,mañana (+1)
fechas1/train/fechas1_007845.wav,este miércoles (3)
fechas1/train/fechas1_007846.wav,el siguiente lunes (1)
fechas1/train/fechas1_007847.wav,el próximo viernes (5) por favor
fechas1/train/fechas1_007848.wav,el siguiente lunes (1)
fechas1/train/fechas1_007849.wav,el lunes (1) siguiente
fechas1/train/fechas1_007850.wav,en un par de días (+2)
fechas1/train/fechas1_007851.wav,por favor este lunes (1)
fechas1/train/fechas1_007852.wav,el miércoles (3) próximo
fechas1/train/fechas1_007853.wav,en tres días (+3)
fechas1/train/fechas1_007854.wav,mañana (+1)
fechas1/train/fechas1_007855.wav,por favor en tres días (+3)
fechas1/train/fechas1_007856.wav,por favor en un par de días (+2)
fechas1/train/fechas1_007857.wav,por favor el viernes (5) siguiente
fechas1/train/fechas1_007858.wav,el martes (2) siguiente
fechas1/train/fechas1_007859.wav,este miércoles (3) por favor
fechas1/train/fechas1_007860.wav,el lunes (1) que viene por favor
fechas1/train/fechas1_007861.wav,el próximo lunes (1) por favor
fechas1/train/fechas1_007862.wav,este lunes (1)
fechas1/train/fechas1_007863.wav,por favor en tres días (+3)
fechas1/train/fechas1_007864.wav,el siguiente viernes (5)
fechas1/train/fechas1_007865.wav,mañana (+1) por favor
fechas1/train/fechas1_007866.wav,en un par de días (+2)
fechas1/train/fechas1_007867.wav,el miércoles (3) que viene
fechas1/train/fechas1_007868.wav,el martes (2) gracias
fechas1/train/fechas1_007869.wav,el viernes (5)
fechas1/train/fechas1_007870.wav,por favor el siguiente miércoles (3)
fechas1/train/fechas1_007871.wav,el martes (2) que viene gracias
fechas1/train/fechas1_007872.wav,el siguiente jueves (4)
fechas1/train/fechas1_007873.wav,en un par de días (+2) por favor
fechas1/train/fechas1_007874.wav,el lunes (1)
fechas1/train/fechas1_007875.wav,este martes (2) que viene gracias
fechas1/train/fechas1_007876.wav,este martes (2)
fechas1/train/fechas1_007877.wav,en un par de días (+2)
fechas1/train/fechas1_007878.wav,el martes (2)
fechas1/train/fechas1_007879.wav,este jueves (4)
fechas1/train/fechas1_007880.wav,el miércoles (3) próximo
fechas1/train/fechas1_007881.wav,mañana (+1) por favor
fechas1/train/fechas1_007882.wav,este martes (2) que viene gracias
fechas1/train/fechas1_007883.wav,el siguiente jueves (4) gracias
fechas1/train/fechas1_007884.wav,este viernes (5) siguiente
fechas1/train/fechas1_007885.wav,este jueves (4) que viene
fechas1/train/fechas1_007886.wav,por favor el siguiente viernes (5)
fechas1/train/fechas1_007887.wav,en un par de días (+2)
fechas1/train/fechas1_007888.wav,este jueves (4) por favor
fechas1/train/fechas1_007889.wav,pasado mañana (+2)
fechas1/train/fechas1_007890.wav,el próximo miércoles (3) gracias
fechas1/train/fechas1_007891.wav,en un par de días (+2) por favor
fechas1/train/fechas1_007892.wav,el siguiente viernes (5) por favor
fechas1/train/fechas1_007893.wav,por favor el jueves (4)
fechas1/train/fechas1_007894.wav,este martes (2) siguiente por favor
fechas1/train/fechas1_007895.wav,el jueves (4) próximo
fechas1/train/fechas1_007896.wav,el miércoles (3) siguiente
fechas1/train/fechas1_007897.wav,por favor pasado mañana (+2)
fechas1/train/fechas1_007898.wav,el jueves (4)
fechas1/train/fechas1_007899.wav,en un par de días (+2)
fechas1/train/fechas1_007900.wav,el siguiente jueves (4)
fechas1/train/fechas1_007901.wav,en un par de días (+2)
fechas1/train/fechas1_007902.wav,el siguiente miércoles (3)
fechas1/train/fechas1_007903.wav,el miércoles (3) siguiente
fechas1/train/fechas1_007904.wav,el siguiente viernes (5) por favor
fechas1/train/fechas1_007905.wav,por favor el jueves (4) siguiente
fechas1/train/fechas1_007906.wav,este viernes (5) que viene
fechas1/train/fechas1_007907.wav,por favor este miércoles (3)
fechas1/train/fechas1_007908.wav,el lunes (1) gracias
